# time  ID  size  fromHost  toHost  TTL  isResponse
17912.0000 M606 1508 n11 n23 2 N 
17945.0000 M607 1349 n36 n34 2 N 
17972.0000 M608 1882 n25 n1 2 N 
18004.0000 M609 1326 n33 n14 2 N 
18029.0000 M610 1960 n15 n24 2 N 
18059.0000 M611 1307 n39 n29 2 N 
18087.0000 M612 1233 n8 n0 2 N 
18117.0000 M613 1241 n37 n13 2 N 
18144.0000 M614 1425 n40 n36 2 N 
18172.0000 M615 1866 n26 n1 2 N 
18206.0000 M616 1935 n9 n20 2 N 
18239.0000 M617 1409 n39 n19 2 N 
18267.0000 M618 1875 n16 n32 2 N 
18299.0000 M619 1892 n1 n13 2 N 
18329.0000 M620 1758 n36 n21 2 N 
18355.0000 M621 1386 n26 n1 2 N 
18383.0000 M622 1662 n31 n1 2 N 
18417.0000 M623 1053 n10 n24 2 N 
18447.0000 M624 1353 n23 n9 2 N 
18479.0000 M625 1449 n38 n22 2 N 
18512.0000 M626 1969 n5 n22 2 N 
18538.0000 M627 1743 n16 n25 2 N 
18566.0000 M628 1227 n13 n7 2 N 
18593.0000 M629 1187 n31 n0 2 N 
18621.0000 M630 1897 n6 n5 2 N 
18649.0000 M631 1564 n2 n9 2 N 
18677.0000 M632 1266 n16 n9 2 N 
18708.0000 M633 1370 n25 n16 2 N 
18739.0000 M634 1463 n7 n36 2 N 
18770.0000 M635 1425 n38 n18 2 N 
18796.0000 M636 1358 n36 n15 2 N 
18830.0000 M637 1878 n0 n14 2 N 
18858.0000 M638 1372 n17 n33 2 N 
18890.0000 M639 1568 n10 n5 2 N 
18918.0000 M640 1489 n12 n38 2 N 
18944.0000 M641 1272 n8 n12 2 N 
18970.0000 M642 1400 n35 n3 2 N 
18998.0000 M643 1681 n14 n4 2 N 
19027.0000 M644 1363 n29 n35 2 N 
19052.0000 M645 1072 n13 n20 2 N 
19078.0000 M646 1986 n32 n27 2 N 
19110.0000 M647 1196 n9 n1 2 N 
19135.0000 M648 1333 n28 n13 2 N 
19161.0000 M649 1310 n11 n15 2 N 
19194.0000 M650 1423 n26 n19 2 N 
19221.0000 M651 1446 n12 n36 2 N 
19251.0000 M652 1233 n40 n29 2 N 
19284.0000 M653 1161 n35 n37 2 N 
19311.0000 M654 1302 n39 n0 2 N 
19345.0000 M655 1510 n14 n12 2 N 
19374.0000 M656 1071 n3 n34 2 N 
19402.0000 M657 1001 n24 n12 2 N 
19436.0000 M658 1491 n1 n25 2 N 
19466.0000 M659 1592 n24 n34 2 N 
19492.0000 M660 1070 n35 n18 2 N 
19520.0000 M661 1699 n4 n33 2 N 
19554.0000 M662 1716 n36 n23 2 N 
19580.0000 M663 1627 n18 n23 2 N 
19614.0000 M664 1628 n31 n34 2 N 
19646.0000 M665 1548 n13 n18 2 N 
19671.0000 M666 1575 n23 n13 2 N 
19699.0000 M667 1404 n9 n2 2 N 
19728.0000 M668 1823 n12 n6 2 N 
19759.0000 M669 1572 n28 n3 2 N 
19793.0000 M670 1019 n39 n11 2 N 
19824.0000 M671 1276 n25 n13 2 N 
19853.0000 M672 1759 n35 n31 2 N 
19882.0000 M673 1584 n4 n7 2 N 
19910.0000 M674 1702 n8 n18 2 N 
19943.0000 M675 1167 n15 n19 2 N 
19968.0000 M676 1986 n15 n31 2 N 
20002.0000 M677 1480 n23 n8 2 N 
20029.0000 M678 1335 n11 n12 2 N 
20061.0000 M679 1597 n11 n7 2 N 
20087.0000 M680 1893 n36 n34 2 N 
20119.0000 M681 1049 n15 n14 2 N 
20144.0000 M682 1893 n19 n33 2 N 
20172.0000 M683 1883 n20 n31 2 N 
20200.0000 M684 1713 n34 n3 2 N 
20234.0000 M685 1419 n21 n14 2 N 
20268.0000 M686 1837 n20 n25 2 N 
20294.0000 M687 1370 n37 n6 2 N 
20320.0000 M688 1594 n30 n5 2 N 
20353.0000 M689 1835 n5 n6 2 N 
20387.0000 M690 1167 n13 n25 2 N 
20419.0000 M691 1158 n18 n26 2 N 
20451.0000 M692 1360 n15 n27 2 N 
20484.0000 M693 1457 n34 n2 2 N 
20514.0000 M694 1641 n1 n28 2 N 
20546.0000 M695 1863 n0 n19 2 N 
20574.0000 M696 1393 n26 n24 2 N 
20607.0000 M697 1011 n3 n26 2 N 
20640.0000 M698 1074 n4 n30 2 N 
20666.0000 M699 1659 n28 n11 2 N 
20691.0000 M700 1132 n22 n25 2 N 
20724.0000 M701 1911 n14 n20 2 N 
20753.0000 M702 1671 n31 n38 2 N 
20782.0000 M703 1656 n3 n20 2 N 
20812.0000 M704 1000 n35 n16 2 N 
20843.0000 M705 1635 n22 n5 2 N 
20869.0000 M706 1815 n28 n19 2 N 
20896.0000 M707 1342 n24 n21 2 N 
20925.0000 M708 1705 n25 n33 2 N 
20956.0000 M709 1672 n31 n23 2 N 
20987.0000 M710 1490 n1 n34 2 N 
21021.0000 M711 1140 n40 n3 2 N 
21052.0000 M712 1325 n7 n14 2 N 
21077.0000 M713 1838 n3 n29 2 N 
21102.0000 M714 1547 n24 n37 2 N 
21128.0000 M715 1343 n5 n40 2 N 
21162.0000 M716 1565 n13 n31 2 N 
21196.0000 M717 1704 n19 n28 2 N 
21229.0000 M718 1973 n10 n40 2 N 
21255.0000 M719 1316 n18 n37 2 N 
21289.0000 M720 1376 n30 n23 2 N 
21318.0000 M721 1887 n11 n38 2 N 
21345.0000 M722 1122 n38 n15 2 N 
21376.0000 M723 1955 n38 n23 2 N 
21406.0000 M724 1042 n4 n30 2 N 
21432.0000 M725 1593 n12 n30 2 N 
21464.0000 M726 1349 n1 n23 2 N 
21492.0000 M727 1290 n29 n12 2 N 
21524.0000 M728 1412 n35 n5 2 N 
21557.0000 M729 1959 n34 n35 2 N 
21589.0000 M730 1828 n39 n32 2 N 
21614.0000 M731 1948 n31 n26 2 N 
21646.0000 M732 1284 n1 n38 2 N 
21673.0000 M733 1072 n36 n2 2 N 
21705.0000 M734 1847 n6 n2 2 N 
21732.0000 M735 1240 n16 n6 2 N 
21763.0000 M736 1877 n8 n11 2 N 
21790.0000 M737 1358 n21 n3 2 N 
21819.0000 M738 1576 n32 n31 2 N 
21847.0000 M739 1772 n30 n1 2 N 
21878.0000 M740 1718 n11 n3 2 N 
21912.0000 M741 1725 n33 n37 2 N 
21937.0000 M742 1618 n21 n32 2 N 
21966.0000 M743 1922 n34 n26 2 N 
21992.0000 M744 1270 n40 n38 2 N 
22024.0000 M745 1794 n8 n16 2 N 
22055.0000 M746 1362 n8 n5 2 N 
22088.0000 M747 1399 n36 n19 2 N 
22121.0000 M748 1089 n22 n17 2 N 
22146.0000 M749 1311 n23 n3 2 N 
22175.0000 M750 1251 n6 n35 2 N 
22208.0000 M751 1665 n32 n27 2 N 
22233.0000 M752 1117 n36 n30 2 N 
22266.0000 M753 1387 n31 n33 2 N 
22299.0000 M754 1402 n18 n35 2 N 
22330.0000 M755 1754 n39 n17 2 N 
22362.0000 M756 1629 n11 n38 2 N 
22396.0000 M757 1194 n22 n31 2 N 
22428.0000 M758 1252 n2 n28 2 N 
22458.0000 M759 1801 n29 n25 2 N 
22492.0000 M760 1454 n10 n2 2 N 
22518.0000 M761 1504 n32 n21 2 N 
22551.0000 M762 1597 n5 n38 2 N 
22584.0000 M763 1457 n3 n37 2 N 
22610.0000 M764 1085 n27 n20 2 N 
22636.0000 M765 1097 n39 n20 2 N 
22668.0000 M766 1482 n15 n19 2 N 
22695.0000 M767 1679 n5 n11 2 N 
22726.0000 M768 1765 n2 n10 2 N 
22754.0000 M769 1227 n36 n25 2 N 
22781.0000 M770 1904 n4 n24 2 N 
22815.0000 M771 1255 n19 n4 2 N 
22840.0000 M772 1421 n6 n26 2 N 
22873.0000 M773 1001 n6 n11 2 N 
22902.0000 M774 1290 n35 n31 2 N 
22930.0000 M775 1655 n21 n8 2 N 
22962.0000 M776 1087 n15 n11 2 N 
22994.0000 M777 1104 n10 n21 2 N 
23024.0000 M778 1885 n35 n34 2 N 
23055.0000 M779 1993 n26 n33 2 N 
23087.0000 M780 1776 n16 n40 2 N 
23115.0000 M781 1837 n18 n13 2 N 
23149.0000 M782 1990 n22 n14 2 N 
23181.0000 M783 1508 n5 n24 2 N 
23207.0000 M784 1262 n22 n31 2 N 
23239.0000 M785 1421 n18 n23 2 N 
23271.0000 M786 1985 n18 n38 2 N 
23300.0000 M787 1931 n13 n7 2 N 
23325.0000 M788 1532 n18 n1 2 N 
23359.0000 M789 1202 n10 n26 2 N 
23390.0000 M790 1275 n8 n20 2 N 
23424.0000 M791 1458 n0 n28 2 N 
23457.0000 M792 1343 n3 n13 2 N 
23487.0000 M793 1931 n16 n26 2 N 
23516.0000 M794 1065 n25 n26 2 N 
23547.0000 M795 1447 n11 n38 2 N 
23576.0000 M796 1332 n37 n33 2 N 
23607.0000 M797 1164 n4 n40 2 N 
23641.0000 M798 1262 n13 n3 2 N 
23666.0000 M799 1846 n29 n28 2 N 
23692.0000 M800 1511 n29 n23 2 N 
23718.0000 M801 1368 n24 n28 2 N 
23751.0000 M802 1711 n17 n26 2 N 
23780.0000 M803 1084 n29 n5 2 N 
23813.0000 M804 1636 n7 n1 2 N 
23845.0000 M805 1688 n23 n40 2 N 
23875.0000 M806 1015 n20 n35 2 N 
23905.0000 M807 1754 n3 n32 2 N 
23930.0000 M808 1524 n23 n36 2 N 
23958.0000 M809 1453 n39 n35 2 N 
23991.0000 M810 1319 n29 n26 2 N 
24016.0000 M811 1890 n28 n9 2 N 
24043.0000 M812 1588 n7 n33 2 N 
24077.0000 M813 1648 n13 n23 2 N 
24110.0000 M814 1234 n4 n39 2 N 
24142.0000 M815 1325 n25 n40 2 N 
24170.0000 M816 1449 n29 n23 2 N 
24203.0000 M817 1748 n21 n31 2 N 
24235.0000 M818 1644 n19 n32 2 N 
24263.0000 M819 1390 n35 n7 2 N 
24289.0000 M820 1894 n20 n9 2 N 
24314.0000 M821 1739 n34 n28 2 N 
24348.0000 M822 1166 n25 n12 2 N 
24378.0000 M823 1599 n37 n0 2 N 
24412.0000 M824 1516 n40 n30 2 N 
24446.0000 M825 1399 n23 n38 2 N 
24477.0000 M826 1419 n31 n23 2 N 
24509.0000 M827 1299 n33 n14 2 N 
24542.0000 M828 1199 n1 n12 2 N 
24576.0000 M829 1676 n24 n27 2 N 
24603.0000 M830 1966 n3 n23 2 N 
24631.0000 M831 1764 n5 n13 2 N 
24663.0000 M832 1185 n40 n8 2 N 
24690.0000 M833 1020 n22 n11 2 N 
24716.0000 M834 1361 n27 n17 2 N 
24748.0000 M835 1401 n39 n28 2 N 
24778.0000 M836 1536 n37 n13 2 N 
24803.0000 M837 1681 n9 n37 2 N 
24836.0000 M838 1650 n32 n11 2 N 
24864.0000 M839 1949 n33 n6 2 N 
24891.0000 M840 1518 n32 n4 2 N 
24921.0000 M841 1120 n27 n30 2 N 
24946.0000 M842 1659 n12 n32 2 N 
24980.0000 M843 1008 n31 n34 2 N 
25008.0000 M844 1757 n1 n12 2 N 
25039.0000 M845 1099 n36 n34 2 N 
25068.0000 M846 1860 n37 n8 2 N 
25094.0000 M847 1187 n2 n22 2 N 
25128.0000 M848 1636 n33 n25 2 N 
25157.0000 M849 1802 n1 n35 2 N 
25186.0000 M850 1079 n34 n35 2 N 
25215.0000 M851 1910 n26 n17 2 N 
25245.0000 M852 1004 n26 n9 2 N 
25277.0000 M853 1317 n36 n2 2 N 
25307.0000 M854 1811 n3 n32 2 N 
25338.0000 M855 1449 n5 n19 2 N 
25365.0000 M856 1454 n24 n29 2 N 
25390.0000 M857 1550 n13 n35 2 N 
25421.0000 M858 1978 n25 n0 2 N 
25453.0000 M859 1774 n13 n2 2 N 
25487.0000 M860 1947 n26 n35 2 N 
25515.0000 M861 1603 n35 n40 2 N 
25543.0000 M862 1762 n26 n11 2 N 
25573.0000 M863 1541 n25 n1 2 N 
25606.0000 M864 1338 n7 n30 2 N 
25636.0000 M865 1055 n10 n1 2 N 
25663.0000 M866 1614 n17 n36 2 N 
25695.0000 M867 1862 n18 n3 2 N 
25723.0000 M868 1005 n32 n13 2 N 
25756.0000 M869 1145 n30 n20 2 N 
25783.0000 M870 1886 n18 n7 2 N 
25809.0000 M871 1041 n7 n13 2 N 
25834.0000 M872 1428 n18 n27 2 N 
25866.0000 M873 1074 n37 n27 2 N 
25898.0000 M874 1194 n22 n27 2 N 
25929.0000 M875 1512 n5 n34 2 N 
25962.0000 M876 1638 n39 n9 2 N 
25991.0000 M877 1851 n22 n5 2 N 
26025.0000 M878 1378 n25 n3 2 N 
26051.0000 M879 1579 n3 n7 2 N 
26080.0000 M880 1614 n40 n25 2 N 
26105.0000 M881 1571 n4 n39 2 N 
26133.0000 M882 1447 n16 n11 2 N 
26163.0000 M883 1601 n25 n10 2 N 
26192.0000 M884 1059 n3 n23 2 N 
26226.0000 M885 1940 n21 n29 2 N 
26255.0000 M886 1970 n1 n29 2 N 
26285.0000 M887 1293 n6 n22 2 N 
26318.0000 M888 1078 n32 n39 2 N 
26345.0000 M889 1030 n20 n26 2 N 
26372.0000 M890 1179 n9 n13 2 N 
26404.0000 M891 1581 n15 n40 2 N 
26432.0000 M892 1047 n40 n38 2 N 
26458.0000 M893 1729 n5 n15 2 N 
26492.0000 M894 1666 n18 n21 2 N 
26523.0000 M895 1539 n25 n22 2 N 
26554.0000 M896 1911 n5 n12 2 N 
26588.0000 M897 1998 n18 n40 2 N 
26613.0000 M898 1761 n0 n33 2 N 
26638.0000 M899 1304 n20 n24 2 N 
26667.0000 M900 1134 n13 n12 2 N 
26692.0000 M901 1150 n7 n31 2 N 
26723.0000 M902 1991 n32 n22 2 N 
26751.0000 M903 1011 n5 n6 2 N 
26779.0000 M904 1485 n16 n6 2 N 
26808.0000 M905 1449 n14 n16 2 N 
26842.0000 M906 1773 n30 n26 2 N 
26874.0000 M907 1725 n13 n22 2 N 
26906.0000 M908 1485 n18 n22 2 N 
26939.0000 M909 1647 n36 n21 2 N 
26966.0000 M910 1108 n38 n0 2 N 
26993.0000 M911 1111 n10 n3 2 N 
27018.0000 M912 1429 n19 n15 2 N 
27052.0000 M913 1425 n12 n26 2 N 
27083.0000 M914 1172 n18 n0 2 N 
27117.0000 M915 1633 n25 n19 2 N 
27144.0000 M916 1847 n4 n5 2 N 
27172.0000 M917 1383 n25 n19 2 N 
27204.0000 M918 1693 n1 n9 2 N 
27231.0000 M919 1212 n21 n1 2 N 
27256.0000 M920 1642 n24 n35 2 N 
27289.0000 M921 1747 n22 n0 2 N 
27317.0000 M922 1025 n40 n18 2 N 
27346.0000 M923 1298 n35 n40 2 N 
27378.0000 M924 1850 n31 n27 2 N 
27411.0000 M925 1007 n34 n12 2 N 
27437.0000 M926 1256 n28 n22 2 N 
27470.0000 M927 1921 n26 n28 2 N 
27503.0000 M928 1680 n38 n24 2 N 
27532.0000 M929 1941 n24 n27 2 N 
27566.0000 M930 1581 n20 n35 2 N 
27595.0000 M931 1563 n0 n36 2 N 
27624.0000 M932 1180 n12 n31 2 N 
27657.0000 M933 1301 n18 n2 2 N 
27691.0000 M934 1843 n17 n6 2 N 
27725.0000 M935 1039 n10 n0 2 N 
27750.0000 M936 1972 n6 n7 2 N 
27784.0000 M937 1222 n9 n22 2 N 
27816.0000 M938 1585 n34 n25 2 N 
27841.0000 M939 1979 n29 n40 2 N 
27872.0000 M940 1103 n13 n27 2 N 
27902.0000 M941 1191 n16 n7 2 N 
27935.0000 M942 1597 n30 n28 2 N 
27964.0000 M943 1998 n3 n0 2 N 
27995.0000 M944 1228 n30 n16 2 N 
28029.0000 M945 1134 n28 n5 2 N 
28058.0000 M946 1030 n10 n20 2 N 
28087.0000 M947 1654 n39 n37 2 N 
28120.0000 M948 1696 n0 n15 2 N 
28145.0000 M949 1929 n18 n29 2 N 
28170.0000 M950 1426 n7 n6 2 N 
28198.0000 M951 1667 n22 n4 2 N 
28231.0000 M952 1291 n33 n39 2 N 
28260.0000 M953 1280 n37 n36 2 N 
28287.0000 M954 1399 n18 n14 2 N 
28314.0000 M955 1729 n19 n22 2 N 
28346.0000 M956 1363 n2 n5 2 N 
28371.0000 M957 1248 n12 n20 2 N 
28404.0000 M958 1717 n36 n10 2 N 
28431.0000 M959 1568 n14 n26 2 N 
28458.0000 M960 1230 n14 n6 2 N 
28489.0000 M961 1768 n37 n16 2 N 
28515.0000 M962 1777 n16 n10 2 N 
28547.0000 M963 1815 n8 n16 2 N 
28579.0000 M964 1307 n24 n9 2 N 
28607.0000 M965 1006 n8 n24 2 N 
28634.0000 M966 1786 n36 n31 2 N 
28659.0000 M967 1283 n29 n2 2 N 
28690.0000 M968 1336 n31 n26 2 N 
28721.0000 M969 1298 n6 n13 2 N 
28753.0000 M970 1456 n31 n20 2 N 
28785.0000 M971 1579 n34 n15 2 N 
28814.0000 M972 1509 n37 n23 2 N 
28843.0000 M973 1649 n13 n7 2 N 
28873.0000 M974 1743 n15 n19 2 N 
28906.0000 M975 1215 n3 n31 2 N 
28939.0000 M976 1063 n5 n17 2 N 
28973.0000 M977 1010 n24 n10 2 N 
28998.0000 M978 1703 n7 n39 2 N 
29032.0000 M979 1387 n40 n14 2 N 
29057.0000 M980 1028 n26 n16 2 N 
29085.0000 M981 1724 n39 n10 2 N 
29113.0000 M982 1382 n16 n4 2 N 
29138.0000 M983 1016 n13 n21 2 N 
29165.0000 M984 1788 n22 n7 2 N 
29191.0000 M985 1565 n21 n1 2 N 
29217.0000 M986 1347 n39 n40 2 N 
29251.0000 M987 1434 n19 n11 2 N 
29279.0000 M988 1981 n31 n14 2 N 
29313.0000 M989 1859 n3 n30 2 N 
29344.0000 M990 1228 n28 n32 2 N 
29375.0000 M991 1296 n19 n37 2 N 
29405.0000 M992 1410 n13 n38 2 N 
29439.0000 M993 1776 n33 n30 2 N 
29470.0000 M994 1424 n1 n8 2 N 
29503.0000 M995 1434 n39 n18 2 N 
29536.0000 M996 1202 n20 n26 2 N 
29563.0000 M997 1570 n8 n23 2 N 
29594.0000 M998 1719 n17 n12 2 N 
29625.0000 M999 1258 n2 n35 2 N 
29652.0000 M1000 1151 n14 n23 2 N 
29677.0000 M1001 1770 n34 n26 2 N 
29711.0000 M1002 1917 n17 n12 2 N 
29739.0000 M1003 1958 n23 n33 2 N 
29770.0000 M1004 1990 n5 n21 2 N 
29799.0000 M1005 1701 n9 n24 2 N 
29826.0000 M1006 1093 n4 n23 2 N 
29854.0000 M1007 1798 n16 n5 2 N 
29886.0000 M1008 1565 n28 n10 2 N 
29918.0000 M1009 1832 n21 n10 2 N 
29944.0000 M1010 1741 n19 n24 2 N 
29969.0000 M1011 1263 n29 n19 2 N 
30000.0000 M1012 1639 n33 n6 2 N 
30033.0000 M1013 1555 n24 n40 2 N 
30062.0000 M1014 1205 n22 n31 2 N 
30087.0000 M1015 1331 n23 n4 2 N 
30117.0000 M1016 1086 n8 n13 2 N 
30146.0000 M1017 1225 n2 n6 2 N 
30180.0000 M1018 1464 n20 n27 2 N 
30205.0000 M1019 1314 n12 n20 2 N 
30237.0000 M1020 1829 n23 n2 2 N 
30262.0000 M1021 1933 n21 n15 2 N 
30296.0000 M1022 1440 n15 n8 2 N 
30330.0000 M1023 1305 n9 n5 2 N 
30362.0000 M1024 1695 n37 n22 2 N 
30390.0000 M1025 1473 n35 n40 2 N 
30423.0000 M1026 1808 n34 n33 2 N 
30454.0000 M1027 1585 n25 n29 2 N 
30481.0000 M1028 1037 n8 n13 2 N 
30515.0000 M1029 1071 n18 n14 2 N 
30544.0000 M1030 1834 n34 n28 2 N 
30576.0000 M1031 1188 n4 n5 2 N 
30603.0000 M1032 1771 n4 n34 2 N 
30628.0000 M1033 1491 n11 n36 2 N 
30662.0000 M1034 1985 n36 n26 2 N 
30688.0000 M1035 1126 n36 n37 2 N 
30720.0000 M1036 1347 n31 n2 2 N 
30751.0000 M1037 1758 n26 n23 2 N 
30784.0000 M1038 1879 n19 n18 2 N 
30817.0000 M1039 1473 n27 n5 2 N 
30842.0000 M1040 1472 n24 n31 2 N 
30872.0000 M1041 1531 n39 n37 2 N 
30899.0000 M1042 1086 n25 n7 2 N 
30928.0000 M1043 1112 n36 n8 2 N 
30955.0000 M1044 1171 n7 n10 2 N 
30987.0000 M1045 1717 n28 n34 2 N 
31015.0000 M1046 1066 n22 n6 2 N 
31049.0000 M1047 1004 n7 n35 2 N 
31081.0000 M1048 1840 n18 n35 2 N 
31107.0000 M1049 1654 n21 n11 2 N 
31139.0000 M1050 1197 n7 n16 2 N 
31166.0000 M1051 1128 n7 n27 2 N 
31196.0000 M1052 1145 n19 n33 2 N 
31229.0000 M1053 1337 n29 n31 2 N 
31261.0000 M1054 1849 n30 n11 2 N 
31294.0000 M1055 1352 n26 n13 2 N 
31327.0000 M1056 1081 n34 n12 2 N 
31359.0000 M1057 1007 n13 n21 2 N 
31387.0000 M1058 1056 n33 n36 2 N 
31418.0000 M1059 1564 n28 n17 2 N 
31449.0000 M1060 1817 n34 n22 2 N 
31475.0000 M1061 1653 n26 n27 2 N 
31502.0000 M1062 1766 n19 n18 2 N 
31530.0000 M1063 1121 n31 n23 2 N 
31561.0000 M1064 1869 n20 n26 2 N 
31589.0000 M1065 1019 n18 n14 2 N 
31619.0000 M1066 1357 n31 n7 2 N 
31653.0000 M1067 1240 n29 n4 2 N 
31684.0000 M1068 1399 n3 n9 2 N 
31714.0000 M1069 1861 n6 n8 2 N 
31741.0000 M1070 1231 n37 n17 2 N 
31775.0000 M1071 1723 n28 n6 2 N 
31807.0000 M1072 1713 n21 n5 2 N 
31837.0000 M1073 1805 n6 n40 2 N 
31867.0000 M1074 1814 n36 n35 2 N 
31899.0000 M1075 1239 n9 n25 2 N 
31928.0000 M1076 1479 n26 n33 2 N 
31958.0000 M1077 1366 n27 n18 2 N 
31986.0000 M1078 1182 n10 n19 2 N 
32012.0000 M1079 1083 n1 n31 2 N 
32041.0000 M1080 1134 n33 n11 2 N 
32068.0000 M1081 1953 n17 n35 2 N 
32099.0000 M1082 1515 n29 n15 2 N 
32132.0000 M1083 1590 n26 n31 2 N 
32160.0000 M1084 1251 n27 n32 2 N 
32191.0000 M1085 1856 n30 n38 2 N 
32221.0000 M1086 1479 n31 n8 2 N 
32249.0000 M1087 1082 n24 n14 2 N 
32283.0000 M1088 1874 n10 n38 2 N 
32309.0000 M1089 1910 n4 n18 2 N 
32339.0000 M1090 1009 n18 n20 2 N 
32366.0000 M1091 1204 n23 n16 2 N 
32396.0000 M1092 1307 n39 n17 2 N 
32422.0000 M1093 1268 n17 n28 2 N 
32456.0000 M1094 1689 n11 n18 2 N 
32489.0000 M1095 1239 n33 n6 2 N 
32520.0000 M1096 1911 n16 n24 2 N 
32550.0000 M1097 1081 n35 n5 2 N 
32579.0000 M1098 1129 n14 n15 2 N 
32606.0000 M1099 1682 n21 n4 2 N 
32635.0000 M1100 1910 n37 n0 2 N 
32666.0000 M1101 1831 n35 n29 2 N 
32697.0000 M1102 1360 n37 n11 2 N 
32726.0000 M1103 1917 n40 n28 2 N 
32760.0000 M1104 1274 n10 n33 2 N 
32789.0000 M1105 1791 n25 n38 2 N 
32818.0000 M1106 1560 n34 n20 2 N 
32851.0000 M1107 1194 n2 n10 2 N 
32876.0000 M1108 1753 n15 n21 2 N 
32904.0000 M1109 1583 n29 n34 2 N 
32933.0000 M1110 1392 n7 n26 2 N 
32958.0000 M1111 1601 n6 n12 2 N 
32988.0000 M1112 1990 n28 n13 2 N 
33020.0000 M1113 1498 n39 n15 2 N 
33049.0000 M1114 1082 n27 n22 2 N 
33080.0000 M1115 1601 n25 n32 2 N 
33108.0000 M1116 1841 n33 n35 2 N 
33135.0000 M1117 1696 n26 n40 2 N 
33166.0000 M1118 1778 n36 n0 2 N 
33191.0000 M1119 1087 n24 n36 2 N 
33217.0000 M1120 1252 n7 n3 2 N 
33242.0000 M1121 1985 n37 n32 2 N 
33269.0000 M1122 1846 n22 n37 2 N 
33301.0000 M1123 1331 n31 n30 2 N 
33327.0000 M1124 1650 n36 n3 2 N 
33360.0000 M1125 1771 n22 n30 2 N 
33394.0000 M1126 1348 n5 n6 2 N 
33421.0000 M1127 1419 n17 n20 2 N 
33446.0000 M1128 1674 n21 n20 2 N 
33479.0000 M1129 1149 n3 n1 2 N 
33506.0000 M1130 1442 n28 n17 2 N 
33535.0000 M1131 1830 n13 n32 2 N 
33562.0000 M1132 1392 n17 n4 2 N 
33593.0000 M1133 1062 n35 n4 2 N 
33618.0000 M1134 1369 n24 n13 2 N 
33652.0000 M1135 1961 n17 n24 2 N 
33682.0000 M1136 1804 n4 n20 2 N 
33710.0000 M1137 1140 n25 n22 2 N 
33738.0000 M1138 1322 n27 n1 2 N 
33769.0000 M1139 1924 n33 n2 2 N 
33802.0000 M1140 1303 n21 n22 2 N 
33828.0000 M1141 1048 n6 n16 2 N 
33856.0000 M1142 1963 n8 n29 2 N 
33883.0000 M1143 1967 n36 n37 2 N 
33911.0000 M1144 1433 n23 n7 2 N 
33936.0000 M1145 1261 n35 n28 2 N 
33966.0000 M1146 1907 n9 n26 2 N 
33994.0000 M1147 1781 n37 n0 2 N 
34020.0000 M1148 1611 n17 n13 2 N 
34045.0000 M1149 1850 n14 n13 2 N 
34071.0000 M1150 1627 n30 n3 2 N 
34099.0000 M1151 1678 n7 n4 2 N 
34126.0000 M1152 1426 n7 n23 2 N 
34158.0000 M1153 1825 n1 n17 2 N 
34183.0000 M1154 1606 n13 n30 2 N 
34210.0000 M1155 1180 n6 n34 2 N 
34243.0000 M1156 1860 n27 n19 2 N 
34275.0000 M1157 1994 n36 n14 2 N 
34305.0000 M1158 1277 n40 n27 2 N 
34332.0000 M1159 1337 n14 n36 2 N 
34364.0000 M1160 1643 n21 n18 2 N 
34391.0000 M1161 1168 n36 n27 2 N 
34422.0000 M1162 1042 n29 n15 2 N 
34449.0000 M1163 1585 n40 n22 2 N 
34476.0000 M1164 1681 n13 n2 2 N 
34508.0000 M1165 1389 n17 n18 2 N 
34533.0000 M1166 1161 n31 n11 2 N 
34565.0000 M1167 1068 n1 n10 2 N 
34592.0000 M1168 1570 n25 n14 2 N 
34625.0000 M1169 1636 n23 n9 2 N 
34659.0000 M1170 1866 n22 n35 2 N 
34685.0000 M1171 1087 n1 n38 2 N 
34719.0000 M1172 1474 n18 n29 2 N 
34752.0000 M1173 1666 n25 n35 2 N 
34781.0000 M1174 1716 n9 n36 2 N 
34807.0000 M1175 1603 n16 n28 2 N 
34832.0000 M1176 1202 n35 n5 2 N 
34864.0000 M1177 1123 n25 n37 2 N 
34897.0000 M1178 1511 n33 n6 2 N 
34924.0000 M1179 1761 n8 n29 2 N 
34954.0000 M1180 1532 n36 n40 2 N 
34986.0000 M1181 1693 n6 n30 2 N 
35017.0000 M1182 1796 n33 n3 2 N 
35051.0000 M1183 1308 n17 n20 2 N 
35085.0000 M1184 1250 n23 n9 2 N 
35115.0000 M1185 1490 n13 n5 2 N 
35146.0000 M1186 1833 n37 n39 2 N 
35176.0000 M1187 1902 n23 n5 2 N 
35206.0000 M1188 1649 n23 n10 2 N 
35233.0000 M1189 1333 n15 n36 2 N 
35266.0000 M1190 1564 n16 n8 2 N 
35291.0000 M1191 1009 n24 n39 2 N 
35317.0000 M1192 1242 n5 n11 2 N 
35348.0000 M1193 1539 n40 n13 2 N 
35374.0000 M1194 1473 n39 n29 2 N 
35406.0000 M1195 1445 n21 n11 2 N 
35438.0000 M1196 1456 n40 n23 2 N 
35463.0000 M1197 1721 n2 n40 2 N 
35497.0000 M1198 1080 n9 n6 2 N 
35522.0000 M1199 1758 n17 n14 2 N 
35547.0000 M1200 1555 n27 n9 2 N 
35579.0000 M1201 1028 n0 n38 2 N 
35608.0000 M1202 1575 n10 n6 2 N 
35636.0000 M1203 1380 n33 n12 2 N 
